bikeid,trip_season,duration_category,trip_year,trip_month,number_of_trips
29584,Summer,5 to 15 minutes,2019.0,9.0,76
29584,Summer,5 to 15 minutes,2019.0,10.0,61
29584,Winter,< 5 minutes,2018.0,1.0,31
29584,Winter,< 5 minutes,2018.0,2.0,30
29584,Winter,< 5 minutes,2018.0,3.0,12
29584,Winter,< 5 minutes,2018.0,11.0,36
29584,Winter,< 5 minutes,2018.0,12.0,1
29584,Winter,< 5 minutes,2019.0,2.0,5
29584,Winter,< 5 minutes,2019.0,3.0,22
29584,Winter,< 5 minutes,2019.0,11.0,26
29584,Winter,< 5 minutes,2019.0,12.0,17
29584,Winter,< 5 minutes,2020.0,1.0,21
29584,Winter,1 to 2 hours,2019.0,2.0,1
29584,Winter,1 to 2 hours,2020.0,1.0,1
29584,Winter,15 to 30 minutes,2018.0,1.0,1
29584,Winter,15 to 30 minutes,2018.0,2.0,4
29584,Winter,15 to 30 minutes,2018.0,11.0,4
29584,Winter,15 to 30 minutes,2019.0,2.0,1
29584,Winter,15 to 30 minutes,2019.0,3.0,1
29584,Winter,15 to 30 minutes,2019.0,11.0,3
29584,Winter,15 to 30 minutes,2019.0,12.0,5
29584,Winter,15 to 30 minutes,2020.0,1.0,7
29584,Winter,30 minutes to 1 hour,2018.0,2.0,2
29584,Winter,30 minutes to 1 hour,2018.0,11.0,2
29584,Winter,30 minutes to 1 hour,2019.0,3.0,1
29584,Winter,30 minutes to 1 hour,2019.0,11.0,2
29584,Winter,30 minutes to 1 hour,2020.0,1.0,3
29584,Winter,5 to 15 minutes,2018.0,1.0,20
29584,Winter,5 to 15 minutes,2018.0,2.0,17
29584,Winter,5 to 15 minutes,2018.0,3.0,15
29584,Winter,5 to 15 minutes,2018.0,11.0,38
29584,Winter,5 to 15 minutes,2018.0,12.0,10
29584,Winter,5 to 15 minutes,2019.0,2.0,12
29584,Winter,5 to 15 minutes,2019.0,3.0,32
29584,Winter,5 to 15 minutes,2019.0,11.0,18
29584,Winter,5 to 15 minutes,2019.0,12.0,26
29584,Winter,5 to 15 minutes,2020.0,1.0,31
29585,Summer,< 5 minutes,2018.0,5.0,10
29585,Summer,< 5 minutes,2018.0,6.0,32
29585,Summer,< 5 minutes,2018.0,7.0,17
29585,Summer,15 to 30 minutes,2018.0,5.0,1
29585,Summer,15 to 30 minutes,2018.0,6.0,9
29585,Summer,15 to 30 minutes,2018.0,7.0,5
29585,Summer,2 to 5 hours,2018.0,6.0,2
29585,Summer,30 minutes to 1 hour,2018.0,5.0,1
29585,Summer,30 minutes to 1 hour,2018.0,6.0,2
29585,Summer,5 to 15 minutes,2018.0,5.0,15
29585,Summer,5 to 15 minutes,2018.0,6.0,37
29585,Summer,5 to 15 minutes,2018.0,7.0,15
29586,Summer,< 5 minutes,2018.0,4.0,31
29586,Summer,< 5 minutes,2018.0,5.0,18
29586,Summer,< 5 minutes,2018.0,6.0,25
29586,Summer,< 5 minutes,2018.0,7.0,27
29586,Summer,< 5 minutes,2018.0,8.0,37
29586,Summer,< 5 minutes,2018.0,9.0,29
29586,Summer,< 5 minutes,2018.0,10.0,20
29586,Summer,< 5 minutes,2019.0,4.0,43
29586,Summer,< 5 minutes,2019.0,5.0,44
29586,Summer,< 5 minutes,2019.0,6.0,41
29586,Summer,< 5 minutes,2019.0,7.0,44
29586,Summer,< 5 minutes,2019.0,8.0,35
29586,Summer,< 5 minutes,2019.0,9.0,31
29586,Summer,< 5 minutes,2019.0,10.0,46
29586,Summer,1 to 2 hours,2018.0,4.0,1
29586,Summer,1 to 2 hours,2019.0,5.0,1
29586,Summer,1 to 2 hours,2019.0,7.0,1
29586,Summer,1 to 2 hours,2019.0,8.0,1
29586,Summer,1 to 2 hours,2019.0,9.0,1
29586,Summer,15 to 30 minutes,2018.0,4.0,3
29586,Summer,15 to 30 minutes,2018.0,5.0,8
29586,Summer,15 to 30 minutes,2018.0,6.0,8
29586,Summer,15 to 30 minutes,2018.0,7.0,10
29586,Summer,15 to 30 minutes,2018.0,8.0,9
29586,Summer,15 to 30 minutes,2018.0,9.0,8
29586,Summer,15 to 30 minutes,2018.0,10.0,8
29586,Summer,15 to 30 minutes,2019.0,4.0,6
29586,Summer,15 to 30 minutes,2019.0,5.0,4
29586,Summer,15 to 30 minutes,2019.0,6.0,10
29586,Summer,15 to 30 minutes,2019.0,7.0,9
29586,Summer,15 to 30 minutes,2019.0,8.0,18
29586,Summer,15 to 30 minutes,2019.0,9.0,12
29586,Summer,15 to 30 minutes,2019.0,10.0,7
29586,Summer,2 to 5 hours,2018.0,7.0,1
29586,Summer,2 to 5 hours,2019.0,5.0,1
29586,Summer,30 minutes to 1 hour,2018.0,4.0,1
29586,Summer,30 minutes to 1 hour,2018.0,5.0,3
29586,Summer,30 minutes to 1 hour,2018.0,6.0,2
29586,Summer,30 minutes to 1 hour,2018.0,7.0,3
29586,Summer,30 minutes to 1 hour,2018.0,8.0,7
29586,Summer,30 minutes to 1 hour,2018.0,9.0,3
29586,Summer,30 minutes to 1 hour,2018.0,10.0,3
29586,Summer,30 minutes to 1 hour,2019.0,4.0,2
29586,Summer,30 minutes to 1 hour,2019.0,5.0,3
29586,Summer,30 minutes to 1 hour,2019.0,6.0,3
29586,Summer,30 minutes to 1 hour,2019.0,7.0,9
29586,Summer,30 minutes to 1 hour,2019.0,8.0,3
29586,Summer,30 minutes to 1 hour,2019.0,9.0,7
29586,Summer,5 to 12 hours,2019.0,4.0,1
29586,Summer,5 to 15 minutes,2018.0,4.0,17
29586,Summer,5 to 15 minutes,2018.0,5.0,22
29586,Summer,5 to 15 minutes,2018.0,6.0,52
29586,Summer,5 to 15 minutes,2018.0,7.0,43
29586,Summer,5 to 15 minutes,2018.0,8.0,51
29586,Summer,5 to 15 minutes,2018.0,9.0,41
29586,Summer,5 to 15 minutes,2018.0,10.0,28
29586,Summer,5 to 15 minutes,2019.0,4.0,44
29586,Summer,5 to 15 minutes,2019.0,5.0,50
29586,Summer,5 to 15 minutes,2019.0,6.0,36
29586,Summer,5 to 15 minutes,2019.0,7.0,50
29586,Summer,5 to 15 minutes,2019.0,8.0,58
29586,Summer,5 to 15 minutes,2019.0,9.0,40
29586,Summer,5 to 15 minutes,2019.0,10.0,43
29586,Summer,overnight!,2018.0,5.0,1
29586,Winter,< 5 minutes,2018.0,1.0,25
29586,Winter,< 5 minutes,2018.0,2.0,31
29586,Winter,< 5 minutes,2018.0,3.0,24
29586,Winter,< 5 minutes,2018.0,11.0,31
29586,Winter,< 5 minutes,2018.0,12.0,38
29586,Winter,< 5 minutes,2019.0,1.0,35
29586,Winter,< 5 minutes,2019.0,2.0,34
29586,Winter,< 5 minutes,2019.0,3.0,31
29586,Winter,< 5 minutes,2019.0,11.0,31
29586,Winter,< 5 minutes,2019.0,12.0,24
29586,Winter,< 5 minutes,2020.0,1.0,46
29586,Winter,1 to 2 hours,2018.0,2.0,1
29586,Winter,1 to 2 hours,2018.0,12.0,1
29586,Winter,15 to 30 minutes,2018.0,1.0,3
29586,Winter,15 to 30 minutes,2018.0,2.0,3
29586,Winter,15 to 30 minutes,2018.0,3.0,2
29586,Winter,15 to 30 minutes,2018.0,11.0,2
29586,Winter,15 to 30 minutes,2018.0,12.0,11
29586,Winter,15 to 30 minutes,2019.0,1.0,4
29586,Winter,15 to 30 minutes,2019.0,2.0,2
29586,Winter,15 to 30 minutes,2019.0,3.0,1
29586,Winter,15 to 30 minutes,2019.0,11.0,1
29586,Winter,15 to 30 minutes,2019.0,12.0,2
29586,Winter,15 to 30 minutes,2020.0,1.0,5
29586,Winter,30 minutes to 1 hour,2018.0,3.0,1
29586,Winter,30 minutes to 1 hour,2018.0,11.0,1
29586,Winter,30 minutes to 1 hour,2018.0,12.0,1
29586,Winter,30 minutes to 1 hour,2019.0,1.0,1
29586,Winter,30 minutes to 1 hour,2019.0,2.0,1
29586,Winter,30 minutes to 1 hour,2019.0,3.0,3
29586,Winter,30 minutes to 1 hour,2019.0,11.0,1
29586,Winter,30 minutes to 1 hour,2020.0,1.0,1
29586,Winter,5 to 15 minutes,2018.0,1.0,34
29586,Winter,5 to 15 minutes,2018.0,2.0,29
29586,Winter,5 to 15 minutes,2018.0,3.0,23
29586,Winter,5 to 15 minutes,2018.0,11.0,34
29586,Winter,5 to 15 minutes,2018.0,12.0,27
29586,Winter,5 to 15 minutes,2019.0,1.0,27
29586,Winter,5 to 15 minutes,2019.0,2.0,29
29586,Winter,5 to 15 minutes,2019.0,3.0,26
29586,Winter,5 to 15 minutes,2019.0,11.0,27
29586,Winter,5 to 15 minutes,2019.0,12.0,26
29586,Winter,5 to 15 minutes,2020.0,1.0,40
29587,Summer,< 5 minutes,2018.0,4.0,19
29587,Summer,< 5 minutes,2018.0,5.0,8
29587,Summer,< 5 minutes,2018.0,6.0,21
29587,Summer,< 5 minutes,2018.0,7.0,23
29587,Summer,< 5 minutes,2018.0,8.0,46
29587,Summer,< 5 minutes,2018.0,9.0,35
29587,Summer,< 5 minutes,2018.0,10.0,15
29587,Summer,< 5 minutes,2019.0,4.0,44
29587,Summer,< 5 minutes,2019.0,5.0,38
29587,Summer,< 5 minutes,2019.0,6.0,45
29587,Summer,< 5 minutes,2019.0,7.0,30
29587,Summer,< 5 minutes,2019.0,8.0,40
29587,Summer,< 5 minutes,2019.0,9.0,46
29587,Summer,< 5 minutes,2019.0,10.0,31
29587,Summer,1 to 2 hours,2018.0,5.0,1
29587,Summer,1 to 2 hours,2018.0,9.0,3
29587,Summer,1 to 2 hours,2019.0,4.0,1
29587,Summer,1 to 2 hours,2019.0,6.0,1
29587,Summer,15 to 30 minutes,2018.0,4.0,5
29587,Summer,15 to 30 minutes,2018.0,5.0,4
29587,Summer,15 to 30 minutes,2018.0,6.0,5
29587,Summer,15 to 30 minutes,2018.0,7.0,10
29587,Summer,15 to 30 minutes,2018.0,8.0,8
29587,Summer,15 to 30 minutes,2018.0,9.0,2
29587,Summer,15 to 30 minutes,2018.0,10.0,1
29587,Summer,15 to 30 minutes,2019.0,4.0,4
29587,Summer,15 to 30 minutes,2019.0,5.0,4
29587,Summer,15 to 30 minutes,2019.0,6.0,14
29587,Summer,15 to 30 minutes,2019.0,7.0,5
29587,Summer,15 to 30 minutes,2019.0,8.0,11
29587,Summer,15 to 30 minutes,2019.0,9.0,10
29587,Summer,15 to 30 minutes,2019.0,10.0,4
29587,Summer,2 to 5 hours,2019.0,6.0,1
29587,Summer,2 to 5 hours,2019.0,9.0,1
29587,Summer,30 minutes to 1 hour,2018.0,4.0,1
29587,Summer,30 minutes to 1 hour,2018.0,5.0,1
29587,Summer,30 minutes to 1 hour,2018.0,6.0,2
29587,Summer,30 minutes to 1 hour,2018.0,7.0,4
29587,Summer,30 minutes to 1 hour,2018.0,8.0,2
29587,Summer,30 minutes to 1 hour,2018.0,9.0,2
29587,Summer,30 minutes to 1 hour,2018.0,10.0,2
29587,Summer,30 minutes to 1 hour,2019.0,4.0,1
29587,Summer,30 minutes to 1 hour,2019.0,5.0,1
29587,Summer,30 minutes to 1 hour,2019.0,6.0,2
29587,Summer,30 minutes to 1 hour,2019.0,9.0,3
29587,Summer,30 minutes to 1 hour,2019.0,10.0,1
29587,Summer,5 to 12 hours,2019.0,8.0,1
29587,Summer,5 to 15 minutes,2018.0,4.0,8
29587,Summer,5 to 15 minutes,2018.0,5.0,8
29587,Summer,5 to 15 minutes,2018.0,6.0,26
29587,Summer,5 to 15 minutes,2018.0,7.0,43
29587,Summer,5 to 15 minutes,2018.0,8.0,49
29587,Summer,5 to 15 minutes,2018.0,9.0,44
29587,Summer,5 to 15 minutes,2018.0,10.0,18
29587,Summer,5 to 15 minutes,2019.0,4.0,34
29587,Summer,5 to 15 minutes,2019.0,5.0,32
29587,Summer,5 to 15 minutes,2019.0,6.0,67
29587,Summer,5 to 15 minutes,2019.0,7.0,48
29587,Summer,5 to 15 minutes,2019.0,8.0,45
29587,Summer,5 to 15 minutes,2019.0,9.0,62
29587,Summer,5 to 15 minutes,2019.0,10.0,30
29587,Summer,overnight!,2019.0,4.0,1
29587,Winter,< 5 minutes,2018.0,1.0,36
29587,Winter,< 5 minutes,2018.0,2.0,36
29587,Winter,< 5 minutes,2018.0,3.0,17
29587,Winter,< 5 minutes,2018.0,11.0,30
29587,Winter,< 5 minutes,2018.0,12.0,28
29587,Winter,< 5 minutes,2019.0,2.0,1
29587,Winter,< 5 minutes,2019.0,3.0,39
29587,Winter,< 5 minutes,2019.0,11.0,44
29587,Winter,< 5 minutes,2019.0,12.0,23
29587,Winter,< 5 minutes,2020.0,1.0,49
29587,Winter,1 to 2 hours,2019.0,3.0,2
29587,Winter,15 to 30 minutes,2018.0,2.0,2
29587,Winter,15 to 30 minutes,2018.0,3.0,2
29587,Winter,15 to 30 minutes,2018.0,11.0,3
29587,Winter,15 to 30 minutes,2018.0,12.0,4
29587,Winter,15 to 30 minutes,2019.0,3.0,4
29587,Winter,15 to 30 minutes,2019.0,11.0,9
29587,Winter,15 to 30 minutes,2019.0,12.0,6
29587,Winter,15 to 30 minutes,2020.0,1.0,5
29587,Winter,2 to 5 hours,2018.0,11.0,1
29587,Winter,2 to 5 hours,2019.0,3.0,1
29587,Winter,30 minutes to 1 hour,2018.0,2.0,1
29587,Winter,30 minutes to 1 hour,2018.0,12.0,3
29587,Winter,30 minutes to 1 hour,2019.0,3.0,1
29587,Winter,30 minutes to 1 hour,2019.0,11.0,1
29587,Winter,30 minutes to 1 hour,2019.0,12.0,4
29587,Winter,30 minutes to 1 hour,2020.0,1.0,5
29587,Winter,5 to 15 minutes,2018.0,1.0,32
29587,Winter,5 to 15 minutes,2018.0,2.0,22
29587,Winter,5 to 15 minutes,2018.0,3.0,7
29587,Winter,5 to 15 minutes,2018.0,11.0,18
29587,Winter,5 to 15 minutes,2018.0,12.0,37
29587,Winter,5 to 15 minutes,2019.0,2.0,1
29587,Winter,5 to 15 minutes,2019.0,3.0,35
29587,Winter,5 to 15 minutes,2019.0,11.0,46
29587,Winter,5 to 15 minutes,2019.0,12.0,26
29587,Winter,5 to 15 minutes,2020.0,1.0,35
29588,Summer,< 5 minutes,2018.0,4.0,16
29588,Summer,< 5 minutes,2018.0,5.0,24
29588,Summer,< 5 minutes,2018.0,6.0,33
29588,Summer,< 5 minutes,2018.0,7.0,14
29588,Summer,< 5 minutes,2018.0,8.0,26
29588,Summer,< 5 minutes,2018.0,9.0,53
29588,Summer,< 5 minutes,2018.0,10.0,22
29588,Summer,< 5 minutes,2019.0,4.0,27
29588,Summer,< 5 minutes,2019.0,5.0,35
29588,Summer,< 5 minutes,2019.0,6.0,40
29588,Summer,< 5 minutes,2019.0,7.0,27
29588,Summer,< 5 minutes,2019.0,8.0,31
29588,Summer,< 5 minutes,2019.0,9.0,48
29588,Summer,< 5 minutes,2019.0,10.0,49
29588,Summer,1 to 2 hours,2018.0,9.0,1
29588,Summer,1 to 2 hours,2018.0,10.0,1
29588,Summer,1 to 2 hours,2019.0,4.0,1
29588,Summer,1 to 2 hours,2019.0,8.0,3
29588,Summer,15 to 30 minutes,2018.0,4.0,6
29588,Summer,15 to 30 minutes,2018.0,5.0,4
29588,Summer,15 to 30 minutes,2018.0,6.0,7
29588,Summer,15 to 30 minutes,2018.0,7.0,4
29588,Summer,15 to 30 minutes,2018.0,8.0,5
29588,Summer,15 to 30 minutes,2018.0,9.0,4
29588,Summer,15 to 30 minutes,2018.0,10.0,3
29588,Summer,15 to 30 minutes,2019.0,4.0,13
29588,Summer,15 to 30 minutes,2019.0,5.0,8
29588,Summer,15 to 30 minutes,2019.0,6.0,23
29588,Summer,15 to 30 minutes,2019.0,7.0,14
29588,Summer,15 to 30 minutes,2019.0,8.0,15
29588,Summer,15 to 30 minutes,2019.0,9.0,3
29588,Summer,15 to 30 minutes,2019.0,10.0,13
29588,Summer,2 to 5 hours,2018.0,8.0,1
29588,Summer,2 to 5 hours,2018.0,9.0,1
29588,Summer,2 to 5 hours,2019.0,4.0,1
29588,Summer,2 to 5 hours,2019.0,5.0,2
29588,Summer,2 to 5 hours,2019.0,6.0,1
29588,Summer,2 to 5 hours,2019.0,9.0,1
29588,Summer,30 minutes to 1 hour,2018.0,4.0,2
29588,Summer,30 minutes to 1 hour,2018.0,5.0,2
29588,Summer,30 minutes to 1 hour,2018.0,6.0,2
29588,Summer,30 minutes to 1 hour,2018.0,8.0,1
29588,Summer,30 minutes to 1 hour,2018.0,9.0,1
29588,Summer,30 minutes to 1 hour,2019.0,4.0,3
29588,Summer,30 minutes to 1 hour,2019.0,5.0,6
29588,Summer,30 minutes to 1 hour,2019.0,6.0,10
29588,Summer,30 minutes to 1 hour,2019.0,7.0,2
29588,Summer,30 minutes to 1 hour,2019.0,8.0,2
29588,Summer,30 minutes to 1 hour,2019.0,9.0,5
29588,Summer,30 minutes to 1 hour,2019.0,10.0,2
29588,Summer,5 to 15 minutes,2018.0,4.0,25
29588,Summer,5 to 15 minutes,2018.0,5.0,26
29588,Summer,5 to 15 minutes,2018.0,6.0,37
29588,Summer,5 to 15 minutes,2018.0,7.0,23
29588,Summer,5 to 15 minutes,2018.0,8.0,44
29588,Summer,5 to 15 minutes,2018.0,9.0,32
29588,Summer,5 to 15 minutes,2018.0,10.0,19
29588,Summer,5 to 15 minutes,2019.0,4.0,28
29588,Summer,5 to 15 minutes,2019.0,5.0,39
29588,Summer,5 to 15 minutes,2019.0,6.0,49
29588,Summer,5 to 15 minutes,2019.0,7.0,52
29588,Summer,5 to 15 minutes,2019.0,8.0,33
29588,Summer,5 to 15 minutes,2019.0,9.0,66
29588,Summer,5 to 15 minutes,2019.0,10.0,45
29588,Summer,overnight!,2018.0,4.0,1
29588,Winter,< 5 minutes,2018.0,1.0,21
29588,Winter,< 5 minutes,2018.0,2.0,38
29588,Winter,< 5 minutes,2018.0,3.0,32
29588,Winter,< 5 minutes,2018.0,11.0,47
29588,Winter,< 5 minutes,2018.0,12.0,31
29588,Winter,< 5 minutes,2019.0,1.0,57
29588,Winter,< 5 minutes,2019.0,2.0,36
29588,Winter,< 5 minutes,2019.0,3.0,20
29588,Winter,< 5 minutes,2019.0,11.0,28
29588,Winter,< 5 minutes,2020.0,1.0,15
29588,Winter,1 to 2 hours,2019.0,3.0,1
29588,Winter,15 to 30 minutes,2018.0,1.0,6
29588,Winter,15 to 30 minutes,2018.0,2.0,4
29588,Winter,15 to 30 minutes,2018.0,11.0,5
29588,Winter,15 to 30 minutes,2018.0,12.0,4
29588,Winter,15 to 30 minutes,2019.0,1.0,2
29588,Winter,15 to 30 minutes,2019.0,2.0,3
29588,Winter,15 to 30 minutes,2019.0,3.0,8
29588,Winter,15 to 30 minutes,2019.0,11.0,5
29588,Winter,15 to 30 minutes,2020.0,1.0,5
29588,Winter,30 minutes to 1 hour,2018.0,1.0,1
29588,Winter,30 minutes to 1 hour,2018.0,2.0,3
29588,Winter,30 minutes to 1 hour,2018.0,12.0,1
29588,Winter,30 minutes to 1 hour,2019.0,2.0,1
29588,Winter,30 minutes to 1 hour,2019.0,3.0,2
29588,Winter,30 minutes to 1 hour,2020.0,1.0,1
29588,Winter,5 to 15 minutes,2018.0,1.0,27
29588,Winter,5 to 15 minutes,2018.0,2.0,35
29588,Winter,5 to 15 minutes,2018.0,3.0,15
29588,Winter,5 to 15 minutes,2018.0,11.0,41
29588,Winter,5 to 15 minutes,2018.0,12.0,25
29588,Winter,5 to 15 minutes,2019.0,1.0,43
29588,Winter,5 to 15 minutes,2019.0,2.0,20
29588,Winter,5 to 15 minutes,2019.0,3.0,22
29588,Winter,5 to 15 minutes,2019.0,11.0,34
29588,Winter,5 to 15 minutes,2020.0,1.0,22
29589,Summer,< 5 minutes,2018.0,5.0,12
29589,Summer,< 5 minutes,2018.0,6.0,31
29589,Summer,< 5 minutes,2018.0,7.0,15
29589,Summer,< 5 minutes,2018.0,8.0,28
29589,Summer,< 5 minutes,2018.0,9.0,24
29589,Summer,< 5 minutes,2018.0,10.0,29
29589,Summer,< 5 minutes,2019.0,4.0,13
29589,Summer,< 5 minutes,2019.0,5.0,11
29589,Summer,< 5 minutes,2019.0,6.0,37
29589,Summer,< 5 minutes,2019.0,7.0,55
29589,Summer,< 5 minutes,2019.0,8.0,51
29589,Summer,< 5 minutes,2019.0,9.0,36
29589,Summer,< 5 minutes,2019.0,10.0,44
29589,Summer,1 to 2 hours,2018.0,8.0,1
29589,Summer,1 to 2 hours,2018.0,9.0,2
29589,Summer,1 to 2 hours,2018.0,10.0,2
29589,Summer,1 to 2 hours,2019.0,4.0,1
29589,Summer,1 to 2 hours,2019.0,6.0,2
29589,Summer,1 to 2 hours,2019.0,8.0,5
29589,Summer,1 to 2 hours,2019.0,10.0,1
29589,Summer,15 to 30 minutes,2018.0,5.0,3
29589,Summer,15 to 30 minutes,2018.0,6.0,5
29589,Summer,15 to 30 minutes,2018.0,7.0,10
29589,Summer,15 to 30 minutes,2018.0,8.0,9
29589,Summer,15 to 30 minutes,2018.0,9.0,3
29589,Summer,15 to 30 minutes,2018.0,10.0,5
29589,Summer,15 to 30 minutes,2019.0,4.0,1
29589,Summer,15 to 30 minutes,2019.0,5.0,7
29589,Summer,15 to 30 minutes,2019.0,6.0,10
29589,Summer,15 to 30 minutes,2019.0,7.0,13
29589,Summer,15 to 30 minutes,2019.0,8.0,16
29589,Summer,15 to 30 minutes,2019.0,9.0,7
29589,Summer,15 to 30 minutes,2019.0,10.0,5
29589,Summer,2 to 5 hours,2018.0,9.0,1
29589,Summer,2 to 5 hours,2019.0,6.0,1
29589,Summer,30 minutes to 1 hour,2018.0,6.0,1
29589,Summer,30 minutes to 1 hour,2018.0,7.0,4
29589,Summer,30 minutes to 1 hour,2018.0,8.0,3
29589,Summer,30 minutes to 1 hour,2018.0,9.0,4
29589,Summer,30 minutes to 1 hour,2019.0,5.0,4
29589,Summer,30 minutes to 1 hour,2019.0,6.0,6
29589,Summer,30 minutes to 1 hour,2019.0,7.0,2
29589,Summer,30 minutes to 1 hour,2019.0,8.0,5
29589,Summer,30 minutes to 1 hour,2019.0,9.0,4
29589,Summer,30 minutes to 1 hour,2019.0,10.0,1
29589,Summer,5 to 12 hours,2018.0,10.0,1
29589,Summer,5 to 15 minutes,2018.0,5.0,11
29589,Summer,5 to 15 minutes,2018.0,6.0,30
29589,Summer,5 to 15 minutes,2018.0,7.0,20
29589,Summer,5 to 15 minutes,2018.0,8.0,40
29589,Summer,5 to 15 minutes,2018.0,9.0,24
29589,Summer,5 to 15 minutes,2018.0,10.0,34
29589,Summer,5 to 15 minutes,2019.0,4.0,13
29589,Summer,5 to 15 minutes,2019.0,5.0,25
29589,Summer,5 to 15 minutes,2019.0,6.0,63
29589,Summer,5 to 15 minutes,2019.0,7.0,57
29589,Summer,5 to 15 minutes,2019.0,8.0,51
29589,Summer,5 to 15 minutes,2019.0,9.0,38
29589,Summer,5 to 15 minutes,2019.0,10.0,40
29589,Summer,overnight!,2019.0,6.0,1
29589,Winter,< 5 minutes,2018.0,11.0,21
29589,Winter,< 5 minutes,2018.0,12.0,26
29589,Winter,< 5 minutes,2019.0,1.0,22
29589,Winter,< 5 minutes,2019.0,2.0,21
29589,Winter,< 5 minutes,2019.0,3.0,19
29589,Winter,< 5 minutes,2019.0,11.0,39
29589,Winter,< 5 minutes,2019.0,12.0,17
29589,Winter,< 5 minutes,2020.0,1.0,21
29589,Winter,15 to 30 minutes,2018.0,11.0,5
29589,Winter,15 to 30 minutes,2018.0,12.0,3
29589,Winter,15 to 30 minutes,2019.0,1.0,3
29589,Winter,15 to 30 minutes,2019.0,2.0,2
29589,Winter,15 to 30 minutes,2019.0,3.0,3
29589,Winter,15 to 30 minutes,2019.0,11.0,4
29589,Winter,15 to 30 minutes,2019.0,12.0,4
29589,Winter,15 to 30 minutes,2020.0,1.0,2
29589,Winter,2 to 5 hours,2019.0,3.0,1
29589,Winter,30 minutes to 1 hour,2018.0,12.0,2
29589,Winter,30 minutes to 1 hour,2019.0,3.0,2
29589,Winter,30 minutes to 1 hour,2019.0,11.0,5
29589,Winter,30 minutes to 1 hour,2020.0,1.0,1
29589,Winter,5 to 15 minutes,2018.0,11.0,11
29589,Winter,5 to 15 minutes,2018.0,12.0,26
29589,Winter,5 to 15 minutes,2019.0,1.0,21
29589,Winter,5 to 15 minutes,2019.0,2.0,22
29589,Winter,5 to 15 minutes,2019.0,3.0,19
29589,Winter,5 to 15 minutes,2019.0,11.0,34
29589,Winter,5 to 15 minutes,2019.0,12.0,25
29589,Winter,5 to 15 minutes,2020.0,1.0,27
29590,Summer,< 5 minutes,2018.0,4.0,32
29590,Summer,< 5 minutes,2018.0,5.0,17
29590,Summer,< 5 minutes,2018.0,6.0,23
29590,Summer,< 5 minutes,2018.0,7.0,22
29590,Summer,< 5 minutes,2018.0,10.0,26
29590,Summer,< 5 minutes,2019.0,4.0,14
29590,Summer,< 5 minutes,2019.0,5.0,28
29590,Summer,< 5 minutes,2019.0,6.0,31
29590,Summer,< 5 minutes,2019.0,7.0,33
29590,Summer,< 5 minutes,2019.0,8.0,27
29590,Summer,< 5 minutes,2019.0,9.0,30
29590,Summer,< 5 minutes,2019.0,10.0,34
29590,Summer,1 to 2 hours,2018.0,5.0,1
29590,Summer,1 to 2 hours,2019.0,5.0,1
29590,Summer,1 to 2 hours,2019.0,7.0,3
29590,Summer,1 to 2 hours,2019.0,8.0,2
29590,Summer,1 to 2 hours,2019.0,9.0,1
29590,Summer,1 to 2 hours,2019.0,10.0,1
29590,Summer,15 to 30 minutes,2018.0,4.0,9
29590,Summer,15 to 30 minutes,2018.0,5.0,4
29590,Summer,15 to 30 minutes,2018.0,6.0,1
29590,Summer,15 to 30 minutes,2018.0,7.0,6
29590,Summer,15 to 30 minutes,2018.0,10.0,5
29590,Summer,15 to 30 minutes,2019.0,4.0,1
29590,Summer,15 to 30 minutes,2019.0,5.0,4
29590,Summer,15 to 30 minutes,2019.0,6.0,8
29590,Summer,15 to 30 minutes,2019.0,7.0,9
29590,Summer,15 to 30 minutes,2019.0,8.0,10
29590,Summer,15 to 30 minutes,2019.0,9.0,6
29590,Summer,15 to 30 minutes,2019.0,10.0,7
29590,Summer,2 to 5 hours,2018.0,4.0,1
29590,Summer,2 to 5 hours,2019.0,5.0,1
29590,Summer,2 to 5 hours,2019.0,9.0,2
29590,Summer,30 minutes to 1 hour,2018.0,4.0,1
29590,Summer,30 minutes to 1 hour,2018.0,5.0,2
29590,Summer,30 minutes to 1 hour,2018.0,6.0,2
29590,Summer,30 minutes to 1 hour,2018.0,7.0,3
29590,Summer,30 minutes to 1 hour,2019.0,4.0,2
29590,Summer,30 minutes to 1 hour,2019.0,5.0,1
29590,Summer,30 minutes to 1 hour,2019.0,6.0,4
29590,Summer,30 minutes to 1 hour,2019.0,7.0,3
29590,Summer,30 minutes to 1 hour,2019.0,8.0,5
29590,Summer,30 minutes to 1 hour,2019.0,9.0,3
29590,Summer,30 minutes to 1 hour,2019.0,10.0,3
29590,Summer,5 to 15 minutes,2018.0,4.0,24
29590,Summer,5 to 15 minutes,2018.0,5.0,22
29590,Summer,5 to 15 minutes,2018.0,6.0,29
29590,Summer,5 to 15 minutes,2018.0,7.0,36
29590,Summer,5 to 15 minutes,2018.0,10.0,24
29590,Summer,5 to 15 minutes,2019.0,4.0,18
29590,Summer,5 to 15 minutes,2019.0,5.0,34
29590,Summer,5 to 15 minutes,2019.0,6.0,24
29590,Summer,5 to 15 minutes,2019.0,7.0,38
29590,Summer,5 to 15 minutes,2019.0,8.0,33
29590,Summer,5 to 15 minutes,2019.0,9.0,56
29590,Summer,5 to 15 minutes,2019.0,10.0,44
29590,Summer,overnight!,2019.0,4.0,1
29590,Summer,overnight!,2019.0,5.0,1
29590,Winter,< 5 minutes,2018.0,1.0,34
